Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
S8459,Movie,The Place Beyond The Pines,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz",United States,"May 16, 2017",2012,R,140 Min,"Dramas, Independent Movies",A Violent Confrontation Between A Motorcycle-Riding Bank Robber And A Rookie Cop Spirals Into A Tense Generational Feud.
S8460,Movie,The Plan,Keerthi,"Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy",India,"March 1, 2018",2015,Tv-Ma,124 Min,"Dramas, International Movies, Thrillers","After Being Sent To A Remote Prison, Three Young Men Suffer Under The Watchful Eye Of Their Jailer And Make A Meticulous Plan To Escape."
S8461,Movie,The Player,Ahmad El-Badri,"Ramez Galal, Emy Samir Ghanim, Edward Fouad, Hassan Hosny, Yousef Fawzy, Samar Gaber, Ragaa Al-Geddawy, Maha Abou Ouf, Mai El-Kady",Egypt,"June 20, 2019",2012,Tv-Ma,110 Min,"Comedies, International Movies","To Save His Father’s Company From Bankruptcy, A Rich, Spoiled Playboy Is Forced To Wed A No-Nonsense Woman, Who's Just As Unhappy To Be Marrying Him."
S8462,Movie,The Polar Express,Robert Zemeckis,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari, Brendan King, Andy Pellick, Michael Jeter, Chris Coppola, Julene Renee",United States,"January 1, 2021",2004,G,100 Min,Children & Family Movies,"In This Warm-Hearted Tale, A Young Boy's Faith In The Holiday Spirit Is Revived After He Makes His Way By Train To The North Pole On Christmas Eve."
S8463,Movie,The Power Of Grayskull: The Definitive History Of He-Man And The Masters Of The Universe,"Randall Lobb, Robert Mccallum",,"Canada, United States","August 24, 2018",2017,Tv-14,96 Min,Documentaries,"This Colorful Documentary Explores The Origins And Impact Of He-Man, A Character Whose Power Stretched Well Beyond A Toy Line And Children's Tv Show."
S8464,Movie,The President's Barber,Chan-Sang Lim,"Kang-Ho Song, So-Ri Moon, Jae-Eung Lee, Yeong-Jin Jo, Byung-Ho Son, Yong-Soo Park, Seung-Soo Ryu, Ju-Sang Yun, Gyu-Su Jeong, Dal-Su Oh",South Korea,"October 1, 2017",2004,Tv-Ma,116 Min,"Comedies, Dramas, International Movies","The Personal Barber To The President, As Well As His Wife And Only Son, Get Tangled In The Political Chaos That Gripped South Korea In The Late 1900s."
S8465,Movie,The Prince,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, Rain, Jessica Lowndes, Johnathon Schaech, Gia Mantegna, 50 Cent","United States, United Kingdom","February 22, 2019",2014,R,91 Min,Action & Adventure,A Former Mafia Hit Man Living Quietly As A Mechanic Veers Back Into His Old World After His Daughter Is Abducted And Faces An Old Foe In New Orleans.
S8466,Movie,The Prince & Me,Martha Coolidge,"Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson, James Fox, Alberta Watson, John Bourgeois, Zachary Knighton, Eliza Bennett","United States, Czech Republic","October 1, 2020",2004,Pg,111 Min,"Comedies, Romantic Movies","A Hardworking Wisconsin College Student Falls For Her Arrogant Yet Charming Classmate, Unaware That He's A Danish Prince Attending School Incognito."
S8467,Movie,The Princess And The Frog,"Ron Clements, John Musker","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, John Goodman, Emeril Lagasse, June Christopher, Paul Briggs, Rob Edwards, John Kassir, Fred Tatasciore, Kimberly Russell, Rif Hutton, Randy Newman, Bridget Hoffman, Corey Burton, Joe Whyte, Michael Colyar, Bruce Smith, Terri Douglas, Claudette Wells, Roger Aaron Brown, Mona Marshall, Terence Blanchard, Kwesi Boakye, Mick Wingert, David Cowgill, Peter Renaday, John Musker, Ritchie Montgomery, Jerry Kernion, Philip Proctor, Eddie Frierson",United States,"July 16, 2019",2009,G,98 Min,Children & Family Movies,"In New Orleans During The Jazz Age, A Beautiful Girl Named Tiana Has A Fateful Encounter With Frog Prince Who Desperately Wants To Be Human Again."
S8468,Movie,The Prison,Na Hyeon,"Suk-Kyu Han, Rae-Won Kim, Kyeong-Yeong Lee, Woong-In Jeong, Jae-Yun Jo, Sung-Rok Shin, Kim Sung-Kyun, Kwak Min-Ho",South Korea,"November 18, 2017",2017,Tv-Ma,125 Min,"Action & Adventure, Dramas, International Movies",A Cop-Turned-Convict Discovers A Crime Syndicate Inside A Prison Lorded Over By An Inmate Crime Boss – And Joins In On Their Nightly Heists.
S8469,Movie,The Pursuit,John Papola,Arthur Brooks,United States,"August 7, 2019",2019,Tv-14,76 Min,Documentaries,"In A Time Of Turbulence For The Free Market System, One Economist Explores How It Has Lifted Billions Out Of Poverty, And Might Just Save Us All."
S8470,Movie,The Pursuit Of Happyness,Gabriele Muccino,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer",United States,"October 1, 2019",2006,Pg-13,117 Min,Dramas,"When Chris And His Son Are Evicted, They Face Trying Times As A Desperate Chris Accepts An Unpaid Internship At A Stock Brokerage Firm."
S8471,Movie,The Push,"Grant Korgan, Brian Niles",Grant Korgan,United States,"June 7, 2019",2018,Tv-Ma,90 Min,"Documentaries, Sports Movies","After A Snowmobile Accident Paralyzed Him, Grant Korgan Became The First Athlete With A Spinal Cord Injury To Push Himself To The South Pole."
S8472,Tv Show,The Pyramid Code,,Sally Jennings,Canada,"February 8, 2016",2009,Tv-Pg,1 Season,"Docuseries, Science & Nature Tv",How Was The Scientific Understanding Of The Ancients So Advanced? A Team Of Experts Answers This And Other Questions In This Fascinating Series.
S8473,Movie,The Rainbow Troops,Riri Riza,"Cut Mini Theo, Ikranagara, Lukman Sardi, Ario Bayu, Tora Sudiro",Indonesia,"October 21, 2018",2008,Tv-Pg,119 Min,"Children & Family Movies, Dramas, International Movies",Two Indonesian Teachers Embrace An Inspiring Crop Of Gifted Young Students Who've Come To Study At Their Crumbling Islamic Primary School.
S8474,Movie,The Rainmaker,Francis Ford Coppola,"Matt Damon, Danny Devito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue","United States, Germany","November 20, 2019",1997,Pg-13,136 Min,"Dramas, Thrillers",A Young Attorney And A Scrappy Paralegal Work To Help The Parents Of A Terminally Ill Boy In Their Suit Against An Insurance Company.
S8475,Tv Show,The Rap Game,,Jermaine Dupri,United States,"September 15, 2019",2016,Tv-14,1 Season,Reality Tv,Young Lyricists Between The Ages Of 12 And 16 Compete For A Chance To Sign To Jermaine Dupri's Label While Being Mentored By Hip-Hop And R&B's Finest.
S8476,Movie,The Rat Race,Miriam Chandy Menacherry,,India,"January 1, 2017",2010,Tv-Pg,52 Min,"Documentaries, International Movies","Examine The Troublesome Coexistence Of Humans And Rodents In Mumbai, Where The Byproducts Of A Big Economy Have Led To A Thriving Rat Population."
S8477,Tv Show,The Real Football Factories,,Danny Dyer,United Kingdom,"December 29, 2017",2006,Tv-Ma,1 Season,"British Tv Shows, Docuseries, International Tv Shows",Examine The Troubling History Of Football Hooliganism And Hear From Real Hooligans About Their Bitter Rivalries And Rowdiest Brawls.
S8478,Movie,The Real Miyagi,Kevin Derek,Fumio Demura,"United States, Canada, Japan, Panama","June 16, 2017",2015,Tv-Pg,81 Min,"Documentaries, Sports Movies","A Look At The Life Of Karate Master Fumio Demura Shows How He Spread The Discipline In The West, Winning Countless Devotees And Influencing Hollywood."
S8479,Movie,The Rebound,Shaina Allen,"Orlando Carrillo, Mario Moran, Jeremie Phenom Thomas",United States,"February 28, 2019",2016,Tv-Ma,77 Min,"Documentaries, Sports Movies","This Documentary Follows Three Players On The Miami Heat Wheels, Who Face Long Odds On The Way To The National Wheelchair Basketball Championship."
S8480,Movie,The Redeemed And The Dominant: Fittest On Earth,"Heber Cannon, Mariah Moore, Marston Sawyers",,United States,"July 1, 2018",2017,Tv-14,120 Min,"Documentaries, Sports Movies","Questions About Endurance, Doping And Overall Toughness Surround A Group Of Elite Athletes As They Compete Fiercely At The Reebok Crossfit Games."
S8481,Movie,The Rehearsal,Alison Maclean,"James Rolleston, Kerry Fox, Ella Edwards, Alice Englert",New Zealand,"January 1, 2018",2016,Tv-Ma,102 Min,"Dramas, Independent Movies, International Movies",A Drama Student Is Torn Between Creative Possibility And Ethical Boundaries When His Girlfriend's Family Gets Caught Up In A Sex Scandal.
S8482,Movie,The Republic Of Imbaba,Ahmed Al-Badry,"Bassem Samra, Ola Ghanem, Ahmad Wafiq, Feryal Youssef, Ayman Kandil, Inas Ezz El Din, Mohamed Farouk",,"June 6, 2019",2015,Tv-14,90 Min,"Dramas, International Movies","Living On The Edges Of Cairo’s Embabah Neighborhood, Several Residents Seek To Better Their Circumstances Following The January 25 Revolution."
S8483,Tv Show,The Returned,,"Anne Cosigny, Frédéric Pierrot, Clotilde Hesme, Céline Sallette, Samir Guesmi, Guillaume Gouix, Jean-Francois Sivadier, Alix Poisson, Jenna Thiam, Grégory Gadebois, Pierre Perrier, Yara Pilartz, Swann Nambotin, Ana Girardot, Brune Martin, Bertrand Constant, Matila Malliarakis, Constance Dollé, Laetitia De Fombelle, Simon Ehrlacher, Vincent Trouilleux, Jérôme Kircher, Guillaume Marquet, Alma Arnal, Julien Bourdel, François Briault, Gilles Chabrier, Aksel Ustun, Alain Blazquez",France,"February 17, 2019",2015,Tv-Ma,1 Season,"International Tv Shows, Tv Dramas, Tv Horror","On Returning Home And Finding They're Believed To Be Dead, A Collection Of Near-Strangers From The Same Village Try To Find A Reason For Their Plight."
S8484,Movie,The Rezort,Steve Barker,"Dougray Scott, Jessica De Gouw, Martin Mccann, Jassa Ahluwalia, Elen Rhys, Claire Goose","United Kingdom, Spain, Belgium","January 16, 2017",2016,Tv-Ma,90 Min,"Horror Movies, International Movies","After A Global Zombie War, The Living Dead Are Confined To A Luxury Island Resort And Hunted By Tourists On Safari – Until The Security System Fails."
S8485,Movie,The Rift: The Dark Side Of The Moon,Dejan Zečević,"Ken Foree, Katarina Čas, Dragan Mićanović, Monte Markham, Denis Murić, Miroljub Lešo, Sonja Vukićević, Ratko Turčinović, Mick Garris","Serbia, South Korea, Slovenia","February 26, 2018",2016,Tv-Ma,92 Min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","When A Team Of Special Agents Is Sent To Recover The Wreckage Of A Downed Satellite In Serbia, Their Mission Takes A Horrifying Turn."
S8486,Movie,The Right One,Hadi El Bagoury,"Hani Salama, Basma Ahmad, Rania Yousef, Kinda Allouch, Yasmin Raeis, Amr Youssef, Zizi El-Badrawy",Egypt,"June 13, 2019",2011,Tv-14,93 Min,"Dramas, International Movies, Romantic Movies","Under Pressure To Marry, A Rich Playboy Is Conflicted Between Four Women Who Each Possess A Different Quality He Desires In His Ideal Wife."
S8487,Movie,The Ring,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran",United States,"January 1, 2020",2002,Pg-13,116 Min,"Horror Movies, Thrillers",A Reporter Watches A Video That Supposedly Sets In Motion The Viewer's Death In Seven Days. Can She Unravel The Mystery Before Her Own Time Is Up?
S8488,Movie,The Riot Club,Lone Scherfig,"Sam Claflin, Max Irons, Douglas Booth, Jessica Brown Findlay, Holliday Grainger, Natalie Dormer, Olly Alexander, Matthew Beard, Gordon Brown, Jack Farthing, Freddie Fox",United Kingdom,"March 16, 2017",2014,R,107 Min,"Dramas, International Movies","After Being Drafted Into An Elite Secret Society, A Pair Of Students At Oxford University See The Group's Extreme Debauchery Spiral Out Of Control."
S8489,Movie,The River Thief,N.D. Wilson,"Joel Courtney, Tommy Cash, Paul Johansson, Bas Rutten, Raleigh Cain, David Shannon",United States,"January 14, 2017",2016,Nr,87 Min,"Dramas, Independent Movies","A Heedless Teen Drifter Who Falls For A Small-Town Waitress Makes The Mistake Of Robbing A Drug Lord, Putting His Life And Newfound Love In Jeopardy."
S8490,Movie,The River Wild,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano",United States,"September 1, 2018",1994,Pg-13,111 Min,Action & Adventure,"A Turbulent Vacation Turns Deadly When A Fugitive And His Crew Kidnap A River Rafting Guide And Her Family, Forcing Them Down The Dangerous River."
S8491,Tv Show,The Road To Calvary,,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",Russia,"September 1, 2018",2017,Tv-14,1 Season,"International Tv Shows, Tv Dramas","Swept Up In Political Unrest During World War I, Two Sisters In St. Petersburg Cope With Turbulent Romances As Russian History Is Made Around Them."
S8492,Movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Paul Dugdale,"Mick Jagger, Keith Richards, Ronnie Wood, Charlie Watts",United Kingdom,"March 22, 2019",2016,Tv-Ma,101 Min,"Documentaries, International Movies, Music & Musicals","Follow The Rolling Stones As The Iconic Group Breaks New Ground In Latin America, Wrapping A 10-City Tour As The First-Ever Rock Band To Play In Cuba."
S8493,Movie,The Roommate,Christian E. Christiansen,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham",United States,"April 1, 2020",2011,Pg-13,91 Min,Thrillers,"While Acclimating To Campus Life, College Freshman Sara Begins To Realize That Her New Roommate, Rebecca, Is Becoming Obsessed With Her."
S8494,Movie,The Rover,David Michôd,"Guy Pearce, Robert Pattinson, Scoot Mcnairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton","Australia, United States","July 19, 2018",2014,R,103 Min,"International Movies, Thrillers","Set In A Chaotic Future, This Outback Saga Follows Loner Eric's Brutal Ordeal When A Criminal Gang Takes His Car And Leaves Him Nowhere With Nothing."
S8495,Movie,The Rum Diary,Bruce Robinson,"Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard, Richard Jenkins, Giovanni Ribisi, Amaury Nolasco, Marshall Bell, Bill Smitrovich","United States, United Kingdom","December 6, 2019",2011,R,120 Min,"Comedies, Dramas",Johnny Depp Stars In This Adaptation Of Hunter S. Thompson's Novel About A Boozy Journalist Who Moves To Puerto Rico And Falls For A Taken Woman.
S8496,Movie,The Runner,Austin Stark,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier",United States,"September 8, 2017",2015,R,90 Min,"Dramas, Independent Movies",A New Orleans Politician Finds His Idealistic Plans For Rebuilding After A Toxic Oil Spill Unraveling Thanks To A Sex Scandal.
S8497,Movie,The Salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Øland Fabricius","Denmark, United Kingdom, South Africa, Sweden, Belgium","March 2, 2017",2014,R,92 Min,"Dramas, Independent Movies, International Movies","In The Old West, A Danish Homesteader Avenges The Murder Of His Wife And Son, Only To Unleash A Gang Leader's Brutal Fury."
S8498,Movie,The Sapphires,Wayne Blair,"Chris O'dowd, Deborah Mailman, Jessica Mauboy, Shari Sebbens, Miranda Tapsell, Tory Kittles, Eka Darville, Tammy Anderson, Lynette Narkle, Kylie Belling",Australia,"April 26, 2019",2012,Pg-13,99 Min,"Comedies, Dramas, Independent Movies","Sisters Gail, Cynthia And Julie Have Talent, But Their Career Takes Off When Promoter Dave Convinces Them To Tour For U.S. Troops In Vietnam."
S8499,Movie,The Score,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde","Germany, Canada, United States","November 28, 2019",2001,R,124 Min,"Dramas, Thrillers","Ready-To-Retire Safecracker Nick, Flamboyant Fence Max And Talented But Volatile Thief Jackie Team Up To Rob The Montreal Customs House."
S8500,Movie,The Sea Of Trees,Gus Van Sant,"Matthew Mcconaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris",United States,"November 8, 2018",2015,Pg-13,111 Min,Dramas,"A Brooding American Unable To Cope With Personal Crisis Travels To ""Suicide Forest"" Near Mount Fuji, Where He Meets A Fellow Lost Wanderer."
S8501,Movie,The Search For Life In Space,Stephen Amezdroz,,United States,"April 1, 2018",2016,Tv-G,32 Min,Documentaries,"To Determine Whether We're Alone In The Universe, Astrobiologists Look To Jupiter, Mars And, Closer To Home, Extreme Environments On Earth."
S8502,Movie,The Secret Life Of Pets 2,Chris Renaud,"Patton Oswalt, Kevin Hart, Tiffany Haddish, Jenny Slate, Eric Stonestreet, Harrison Ford, Dana Carvey, Nick Kroll, Lake Bell, Ellie Kemper, Bobby Moynihan, Hannibal Buress","United States, France, Japan","December 27, 2019",2019,Pg,86 Min,"Children & Family Movies, Comedies","On A Farm Outside New York, Max Aims To Boost His Confidence While In The City, Snowball Attempts To Rescue A Tiger Cub And Gidget Pretends To Be A Cat."
S8503,Movie,The Seven Five,Tiller Russell,,United States,"April 14, 2017",2014,R,104 Min,Documentaries,"This Riveting Film Examines The Case Of Mike Dowd, A Corrupt Brooklyn Cop Who Became Dirtier Than The Drug Dealers He Was Supposed To Be Policing."
S8504,Tv Show,The Seventies,,,United States,"September 30, 2018",2015,Tv-Pg,1 Season,Docuseries,"This Series Examines 1970s America, Focusing On The Major Political And Historical Landmarks Of The Decade And The Cultural Response To Those Events."
